Order_ID,Order_Date,Ship_Date,Ship_Days,Customer_ID,Customer_Segment,Region,State,Category,Sub_Category,Product_Name,Unit_Price,Quantity,Discount_Pct,Discount_Amount,Shipping_Cost,Total_Sales,Cost_Per_Unit,Profit,Sales_Channel,Payment_Method,Customer_Rating,Returned
ORD-02428,2024-12-06,2024-12-11,5,CUST-2612,Corporate,Southwest,Utah,Home & Kitchen,Storage,ClosetMaid Organizer,71.53,1,0,0.0,0.0,71.53,44.47,27.06,In-Store,Gift Card,3,1
ORD-02429,2024-04-07,2024-04-13,6,CUST-1952,Corporate,West,Colorado,Home & Kitchen,Decor,Pottery Barn Throw Pillow,51.38,1,25,12.85,13.12,38.53,28.95,9.58,Online,Gift Card,3,0
ORD-02430,2023-08-20,2023-08-26,6,CUST-2133,Consumer,West,Colorado,Clothing,Activewear,Under Armour Shorts,38.56,1,20,7.71,0.0,30.85,27.37,3.48,Mobile App,PayPal,1,0
ORD-02431,2024-08-03,2024-08-06,3,CUST-3215,Consumer,Southeast,Florida,Home & Kitchen,Appliances,Keurig K-Slim,113.32,1,25,28.33,17.99,84.99,80.85,4.14,Online,Apple Pay,3,0
ORD-02432,2024-10-29,2024-11-03,5,CUST-2183,Consumer,Northeast,New York,Clothing,Activewear,Reebok Sports Bra,35.02,1,0,0.0,20.79,35.02,22.99,12.03,Online,Debit Card,4,0
ORD-02433,2024-10-10,2024-10-13,3,CUST-2283,Consumer,Southeast,Tennessee,Sports & Outdoors,Team Sports,Adidas Soccer Ball,23.94,2,0,0.0,6.78,47.88,13.98,19.92,Online,PayPal,5,0
ORD-02434,2024-10-14,2024-10-20,6,CUST-2346,Corporate,Southeast,Tennessee,Home & Kitchen,Appliances,Keurig K-Slim,113.79,1,5,5.69,13.97,108.1,77.41,30.69,Mobile App,Debit Card,4,0
ORD-02435,2024-03-22,2024-03-29,7,CUST-2490,Corporate,Southwest,Utah,Home & Kitchen,Appliances,Instant Pot Duo 7-in-1,92.66,1,0,0.0,6.67,92.66,59.26,33.4,Mobile App,Debit Card,4,0
ORD-02436,2023-02-24,2023-03-02,6,CUST-2753,Consumer,West,Oregon,Electronics,Laptops,Dell Inspiron 15,557.49,1,0,0.0,22.74,557.49,411.19,146.3,Online,Debit Card,2,1
ORD-02437,2024-01-14,2024-01-18,4,CUST-3465,Consumer,West,Oregon,Home & Kitchen,Decor,Wall Art Canvas,61.79,1,15,9.27,10.6,52.52,36.71,15.81,In-Store,PayPal,3,0
ORD-02438,2024-06-09,2024-06-11,2,CUST-2731,Corporate,Midwest,Wisconsin,Office Supplies,Desks & Chairs,Herman Miller Aeron,1362.66,2,15,408.8,10.23,2316.52,842.03,632.46,Online,Apple Pay,4,1
ORD-02439,2024-10-24,2024-10-31,7,CUST-2299,Corporate,Northeast,Massachusetts,Electronics,Smartphones,Google Pixel 7a,411.79,1,10,41.18,20.28,370.61,296.23,74.38,Online,Gift Card,1,1
ORD-02440,2023-01-19,2023-01-20,1,CUST-2428,Consumer,Southeast,Tennessee,Clothing,Footwear,Nike Air Max 90,127.59,3,10,38.28,6.55,344.49,77.05,113.34,Online,Apple Pay,4,0
ORD-02441,2024-08-29,2024-09-03,5,CUST-2041,Consumer,Southeast,Virginia,Clothing,Footwear,Nike Air Max 90,127.59,3,0,0.0,24.31,382.77,77.14,151.35,Mobile App,Debit Card,3,0
ORD-02442,2024-11-19,2024-11-22,3,CUST-1856,Corporate,Midwest,Ohio,Clothing,Men's Apparel,Columbia Jacket,94.09,1,20,18.82,22.6,75.27,62.29,12.98,In-Store,Credit Card,3,0
ORD-02443,2023-07-10,2023-07-14,4,CUST-2413,Small Business,West,Washington,Sports & Outdoors,Camping Gear,Coleman Tent 4P,133.49,4,10,53.4,23.56,480.56,83.24,147.6,Mobile App,PayPal,4,0
ORD-02444,2024-03-29,2024-04-03,5,CUST-1765,Consumer,Midwest,Ohio,Clothing,Activewear,Under Armour Shorts,38.82,2,15,11.65,6.58,65.99,21.58,22.83,In-Store,Apple Pay,3,0
ORD-02445,2024-06-26,2024-07-03,7,CUST-3410,Corporate,Southwest,Texas,Office Supplies,Printers,Brother Inkjet,150.14,1,15,22.52,5.23,127.62,100.71,26.91,Online,Apple Pay,4,0
ORD-02446,2024-11-27,2024-11-29,2,CUST-2460,Consumer,Southeast,Florida,Sports & Outdoors,Cycling,Bell Helmet,49.09,3,0,0.0,5.06,147.27,34.33,44.28,Mobile App,Gift Card,5,0
ORD-02447,2024-06-16,2024-06-17,1,CUST-2177,Corporate,Southeast,North Carolina,Electronics,Monitors,ASUS ProArt 27,409.98,3,10,122.99,23.12,1106.95,253.48,346.51,Online,Gift Card,5,0
ORD-02448,2023-08-02,2023-08-09,7,CUST-3217,Consumer,Midwest,Indiana,Home & Kitchen,Storage,ClosetMaid Organizer,70.79,1,5,3.54,20.88,67.25,39.52,27.73,Mobile App,Apple Pay,2,0
ORD-02449,2024-10-30,2024-10-31,1,CUST-1338,Corporate,Midwest,Illinois,Electronics,Laptops,Dell Inspiron 15,544.36,1,0,0.0,24.4,544.36,398.45,145.91,In-Store,PayPal,5,0
ORD-02450,2024-10-15,2024-10-19,4,CUST-1789,Small Business,West,Colorado,Sports & Outdoors,Running,Garmin Forerunner 55,199.76,1,25,49.94,13.85,149.82,132.77,17.05,Online,Credit Card,4,0
ORD-02451,2023-01-12,2023-01-19,7,CUST-2096,Consumer,Midwest,Illinois,Sports & Outdoors,Fitness Equipment,Resistance Band Set,23.97,3,0,0.0,5.93,71.91,13.94,30.09,Mobile App,Apple Pay,4,0
ORD-02452,2023-08-04,2023-08-06,2,CUST-1156,Consumer,Southwest,Utah,Sports & Outdoors,Fitness Equipment,Peloton Bike Mat,58.4,1,15,8.76,0.0,49.64,36.77,12.87,Mobile App,PayPal,5,0
ORD-02453,2024-01-25,2024-01-28,3,CUST-1104,Consumer,Northeast,Connecticut,Electronics,Headphones,AirPods Pro 2,260.19,5,0,0.0,8.28,1300.95,170.6,447.95,Online,Credit Card,4,0
ORD-02454,2024-05-30,2024-06-03,4,CUST-2493,Corporate,Midwest,Indiana,Office Supplies,Organizers,Pendaflex Folders,14.38,1,0,0.0,12.8,14.38,8.08,6.3,In-Store,PayPal,4,0
ORD-02455,2024-04-05,2024-04-10,5,CUST-3391,Small Business,Midwest,Ohio,Clothing,Accessories,Coach Wallet,81.06,1,10,8.11,20.35,72.95,56.75,16.2,Mobile App,Credit Card,4,0
ORD-02456,2024-10-02,2024-10-09,7,CUST-3230,Consumer,Northeast,Connecticut,Office Supplies,Printers,Epson EcoTank,193.24,2,5,19.32,10.77,367.16,136.08,95.0,Online,Debit Card,1,1
ORD-02457,2023-06-28,2023-07-04,6,CUST-2738,Consumer,Northeast,Connecticut,Electronics,Laptops,Dell Inspiron 15,548.26,1,25,137.06,9.04,411.2,338.56,72.64,Mobile App,PayPal,4,0
ORD-02458,2023-08-04,2023-08-09,5,CUST-2016,Consumer,Midwest,Michigan,Electronics,Laptops,HP Pavilion x360,660.62,3,0,0.0,21.17,1981.86,390.07,811.65,Online,Debit Card,5,1
ORD-02459,2023-01-30,2023-01-31,1,CUST-1948,Consumer,Midwest,Illinois,Home & Kitchen,Storage,Sterilite Cart,41.55,5,0,0.0,18.88,207.75,27.14,72.05,Online,Credit Card,3,0
ORD-02460,2023-03-03,2023-03-08,5,CUST-1954,Consumer,Southeast,North Carolina,Sports & Outdoors,Running,Brooks Ghost 15,134.49,1,0,0.0,0.0,134.49,84.85,49.64,In-Store,Apple Pay,5,0
ORD-02461,2024-01-12,2024-01-17,5,CUST-2258,Corporate,Northeast,Pennsylvania,Clothing,Accessories,Fossil Watch,124.98,1,10,12.5,23.71,112.48,69.05,43.43,Online,PayPal,3,0
ORD-02462,2023-04-14,2023-04-17,3,CUST-3012,Small Business,Southeast,Georgia,Home & Kitchen,Storage,ClosetMaid Organizer,67.83,1,10,6.78,11.85,61.05,43.64,17.41,In-Store,Gift Card,4,0
ORD-02463,2024-05-08,2024-05-14,6,CUST-2445,Small Business,West,Washington,Office Supplies,Printers,HP LaserJet Pro,286.01,1,20,57.2,18.01,228.81,198.79,30.02,In-Store,Credit Card,2,1
ORD-02464,2024-12-30,2025-01-01,2,CUST-3420,Corporate,Northeast,Connecticut,Electronics,Tablets,Amazon Fire HD 10,151.64,5,0,0.0,19.74,758.2,94.93,283.55,Online,Apple Pay,5,0
ORD-02465,2024-03-04,2024-03-05,1,CUST-1070,Small Business,Northeast,New York,Home & Kitchen,Storage,Sterilite Cart,41.42,1,10,4.14,20.46,37.28,24.69,12.59,Online,Gift Card,5,0
ORD-02466,2024-03-20,2024-03-25,5,CUST-1819,Consumer,Northeast,Massachusetts,Electronics,Tablets,Amazon Fire HD 10,143.29,2,5,14.33,5.52,272.25,102.55,67.15,In-Store,Credit Card,3,0
ORD-02467,2023-10-08,2023-10-15,7,CUST-2067,Consumer,West,Washington,Sports & Outdoors,Camping Gear,Yeti Cooler,262.4,1,0,0.0,17.57,262.4,171.73,90.67,Mobile App,Apple Pay,1,1
ORD-02468,2023-04-07,2023-04-09,2,CUST-3140,Consumer,West,Colorado,Sports & Outdoors,Camping Gear,Coleman Tent 4P,127.26,3,5,19.09,14.99,362.69,70.52,151.13,In-Store,Apple Pay,4,0
ORD-02469,2024-05-09,2024-05-16,7,CUST-1766,Consumer,Northeast,New Jersey,Office Supplies,Printers,HP LaserJet Pro,306.28,1,0,0.0,10.29,306.28,170.94,135.34,Online,Apple Pay,5,0
ORD-02470,2023-12-12,2023-12-15,3,CUST-1528,Consumer,Northeast,Massachusetts,Sports & Outdoors,Running,Garmin Forerunner 55,205.94,1,0,0.0,19.84,205.94,138.92,67.02,Mobile App,PayPal,4,0
ORD-02471,2023-11-07,2023-11-09,2,CUST-2339,Consumer,Midwest,Wisconsin,Home & Kitchen,Furniture,Wayfair Sofa,493.53,2,0,0.0,18.74,987.06,316.98,353.1,In-Store,PayPal,4,0
ORD-02472,2023-01-08,2023-01-11,3,CUST-3194,Corporate,Midwest,Michigan,Sports & Outdoors,Cycling,Garmin Edge 530,286.3,1,5,14.31,14.18,271.99,181.28,90.71,Online,Debit Card,2,0
ORD-02473,2023-08-29,2023-09-05,7,CUST-1774,Corporate,Northeast,Massachusetts,Home & Kitchen,Storage,Container Store Bins,24.06,2,20,9.62,0.0,38.5,14.47,9.56,Mobile App,Gift Card,1,1
ORD-02474,2024-01-09,2024-01-15,6,CUST-2894,Corporate,West,Oregon,Electronics,Headphones,AirPods Pro 2,247.67,2,5,24.77,0.0,470.57,176.21,118.15,Mobile App,Credit Card,3,0
ORD-02475,2023-08-16,2023-08-22,6,CUST-2812,Consumer,Midwest,Illinois,Clothing,Activewear,Reebok Sports Bra,36.06,3,0,0.0,24.65,108.18,23.58,37.44,Online,Apple Pay,3,0
ORD-02476,2024-05-16,2024-05-20,4,CUST-1787,Small Business,West,Oregon,Sports & Outdoors,Team Sports,Adidas Soccer Ball,23.75,1,15,3.56,10.63,20.19,15.87,4.32,In-Store,Credit Card,5,0
ORD-02477,2023-01-30,2023-02-02,3,CUST-2723,Consumer,West,Arizona,Office Supplies,Paper Products,HP Printer Paper 5-Ream,29.7,2,0,0.0,20.27,59.4,21.25,16.9,In-Store,Debit Card,4,0
ORD-02478,2023-09-15,2023-09-17,2,CUST-3227,Consumer,Southeast,Virginia,Home & Kitchen,Storage,ClosetMaid Organizer,72.99,5,5,18.25,11.39,346.7,43.62,128.6,Mobile App,Credit Card,4,0
ORD-02479,2023-01-27,2023-02-01,5,CUST-1633,Small Business,Midwest,Illinois,Office Supplies,Organizers,Pendaflex Folders,14.24,1,10,1.42,15.75,12.82,8.78,4.04,Mobile App,Apple Pay,3,0
ORD-02480,2023-02-22,2023-02-24,2,CUST-1685,Corporate,Southwest,New Mexico,Electronics,Headphones,Sony WH-1000XM5,286.87,1,15,43.03,8.39,243.84,201.59,42.25,Online,Apple Pay,4,0
ORD-02481,2023-04-26,2023-04-28,2,CUST-1633,Consumer,Southeast,Florida,Home & Kitchen,Furniture,West Elm Desk,332.58,5,0,0.0,14.08,1662.9,234.71,489.35,In-Store,Gift Card,3,0
ORD-02482,2024-11-09,2024-11-13,4,CUST-3496,Consumer,Northeast,Massachusetts,Clothing,Footwear,New Balance 574,87.29,1,20,17.46,21.39,69.83,58.18,11.65,In-Store,PayPal,3,0
ORD-02483,2023-05-25,2023-05-28,3,CUST-2780,Consumer,West,Washington,Clothing,Footwear,Adidas Ultraboost,179.19,3,5,26.88,17.98,510.69,133.19,111.12,Online,Gift Card,5,0
ORD-02484,2023-03-25,2023-03-30,5,CUST-1642,Corporate,Midwest,Illinois,Home & Kitchen,Cookware,All-Clad Pan Set,254.94,1,0,0.0,10.43,254.94,147.84,107.1,In-Store,Gift Card,2,0
ORD-02485,2024-10-29,2024-10-30,1,CUST-2145,Corporate,Northeast,Connecticut,Office Supplies,Organizers,Pendaflex Folders,14.65,2,10,2.93,6.61,26.37,10.55,5.27,In-Store,Credit Card,5,0
ORD-02486,2023-12-12,2023-12-16,4,CUST-1759,Corporate,Southeast,Virginia,Home & Kitchen,Storage,ClosetMaid Organizer,72.57,1,0,0.0,20.59,72.57,46.02,26.55,Online,Credit Card,5,0
ORD-02487,2023-01-22,2023-01-28,6,CUST-2352,Consumer,West,Arizona,Electronics,Tablets,Samsung Galaxy Tab S6,343.3,3,0,0.0,20.24,1029.9,208.4,404.7,Mobile App,Debit Card,3,0
ORD-02488,2023-12-19,2023-12-20,1,CUST-2119,Corporate,Southwest,Oklahoma,Sports & Outdoors,Team Sports,Wilson Basketball,29.76,2,5,2.98,0.0,56.54,19.94,16.66,Online,Credit Card,2,0
ORD-02489,2024-12-21,2024-12-23,2,CUST-2937,Consumer,Midwest,Michigan,Sports & Outdoors,Fitness Equipment,Bowflex Dumbbells,336.55,1,20,67.31,18.01,269.24,231.72,37.52,Online,Apple Pay,3,0
ORD-02490,2024-12-06,2024-12-09,3,CUST-1232,Corporate,Northeast,Pennsylvania,Office Supplies,Stationery,Sharpie Marker Set,17.76,1,5,0.89,15.62,16.87,13.17,3.7,Online,Gift Card,1,1
ORD-02491,2023-02-07,2023-02-09,2,CUST-3308,Consumer,West,Colorado,Clothing,Footwear,New Balance 574,91.56,1,10,9.16,22.78,82.4,59.6,22.8,Online,Debit Card,3,0
ORD-02492,2024-05-03,2024-05-07,4,CUST-2326,Consumer,West,Colorado,Clothing,Women's Apparel,Lululemon Tank,69.71,5,15,52.28,12.55,296.27,51.32,39.67,Online,Debit Card,3,0
ORD-02493,2024-01-29,2024-02-03,5,CUST-2085,Consumer,West,Oregon,Electronics,Headphones,AirPods Pro 2,249.41,1,25,62.35,22.49,187.06,145.55,41.51,In-Store,Credit Card,1,0
ORD-02494,2023-12-15,2023-12-22,7,CUST-2579,Corporate,Northeast,Connecticut,Office Supplies,Organizers,AmazonBasics File Cabinet,91.13,1,0,0.0,5.11,91.13,59.39,31.74,Online,PayPal,1,1
ORD-02495,2023-08-06,2023-08-08,2,CUST-3309,Consumer,West,Colorado,Electronics,Headphones,Bose QC45,289.87,4,10,115.95,17.96,1043.53,189.72,284.65,In-Store,PayPal,5,0
ORD-02496,2023-10-14,2023-10-21,7,CUST-2545,Consumer,Northeast,Massachusetts,Office Supplies,Desks & Chairs,FlexiSpot Standing Desk,385.6,1,20,77.12,17.28,308.48,234.35,74.13,Mobile App,Credit Card,1,0
ORD-02497,2024-03-28,2024-03-30,2,CUST-2111,Small Business,West,Colorado,Home & Kitchen,Appliances,Keurig K-Slim,111.35,1,0,0.0,11.63,111.35,61.3,50.05,Online,Debit Card,4,0
ORD-02498,2024-04-26,2024-05-02,6,CUST-2569,Corporate,Northeast,Massachusetts,Clothing,Footwear,Adidas Ultraboost,180.59,1,20,36.12,6.62,144.47,106.99,37.48,In-Store,Gift Card,3,0
ORD-02499,2023-11-11,2023-11-17,6,CUST-2315,Corporate,Southeast,Florida,Office Supplies,Printers,HP LaserJet Pro,304.02,1,10,30.4,0.0,273.62,177.1,96.52,Online,Credit Card,3,0
ORD-02500,2023-07-18,2023-07-25,7,CUST-2809,Small Business,Midwest,Ohio,Sports & Outdoors,Fitness Equipment,Peloton Bike Mat,58.79,1,15,8.82,20.99,49.97,33.98,15.99,Mobile App,Gift Card,2,1
ORD-02501,2024-03-09,2024-03-10,1,CUST-1446,Corporate,Midwest,Michigan,Office Supplies,Desks & Chairs,FlexiSpot Standing Desk,369.62,1,5,18.48,22.33,351.14,239.96,111.18,Mobile App,Debit Card,3,0
ORD-02502,2023-06-25,2023-06-28,3,CUST-2905,Consumer,West,Oregon,Home & Kitchen,Storage,Sterilite Cart,39.47,1,0,0.0,8.61,39.47,25.78,13.69,Online,Credit Card,5,1
ORD-02503,2023-10-04,2023-10-06,2,CUST-1182,Consumer,West,Oregon,Electronics,Tablets,Amazon Fire HD 10,145.51,1,15,21.83,0.0,123.68,94.46,29.22,Online,Credit Card,4,0
ORD-02504,2024-01-25,2024-01-31,6,CUST-1302,Small Business,Northeast,Connecticut,Sports & Outdoors,Camping Gear,Yeti Cooler,254.48,1,0,0.0,24.32,254.48,140.07,114.41,Online,Debit Card,4,0
ORD-02505,2024-12-28,2025-01-03,6,CUST-2561,Consumer,Northeast,Massachusetts,Sports & Outdoors,Fitness Equipment,Bowflex Dumbbells,357.73,1,0,0.0,17.79,357.73,259.42,98.31,Online,Credit Card,3,0
ORD-02506,2024-06-03,2024-06-06,3,CUST-2475,Consumer,Southeast,North Carolina,Home & Kitchen,Storage,ClosetMaid Organizer,72.67,1,0,0.0,9.91,72.67,42.03,30.64,In-Store,Debit Card,3,0
ORD-02507,2023-08-31,2023-09-07,7,CUST-2532,Consumer,Northeast,Connecticut,Electronics,Laptops,Dell Inspiron 15,542.6,2,0,0.0,14.46,1085.2,356.04,373.12,In-Store,Credit Card,3,0
ORD-02508,2024-03-04,2024-03-11,7,CUST-2216,Consumer,Midwest,Ohio,Clothing,Footwear,Adidas Ultraboost,180.15,5,5,45.04,0.0,855.71,120.34,254.01,Online,Debit Card,3,0
ORD-02509,2024-06-26,2024-07-01,5,CUST-3367,Corporate,West,Arizona,Office Supplies,Desks & Chairs,Autonomous SmartDesk,449.46,3,10,134.84,21.81,1213.54,333.41,213.31,Online,Debit Card,3,0
ORD-02510,2024-11-20,2024-11-25,5,CUST-2625,Corporate,Southeast,Virginia,Home & Kitchen,Furniture,IKEA Kallax Shelf,88.49,1,0,0.0,20.63,88.49,60.69,27.8,In-Store,Credit Card,3,0
ORD-02511,2024-08-27,2024-08-28,1,CUST-2008,Small Business,Southeast,Georgia,Clothing,Women's Apparel,Adidas Yoga Pants,53.56,1,0,0.0,6.27,53.56,30.11,23.45,Mobile App,Gift Card,4,0
ORD-02512,2024-01-26,2024-01-28,2,CUST-1494,Consumer,West,Oregon,Office Supplies,Desks & Chairs,FlexiSpot Standing Desk,372.44,3,0,0.0,24.51,1117.32,258.38,342.18,In-Store,Debit Card,3,0
ORD-02513,2023-10-04,2023-10-10,6,CUST-3472,Corporate,Northeast,New Jersey,Home & Kitchen,Cookware,Cuisinart Knife Set,80.75,1,0,0.0,7.96,80.75,47.17,33.58,Online,Credit Card,1,0
ORD-02514,2023-06-25,2023-07-02,7,CUST-2682,Consumer,Midwest,Ohio,Home & Kitchen,Appliances,Keurig K-Slim,109.86,1,10,10.99,11.7,98.87,62.53,36.34,Online,Apple Pay,1,1
ORD-02515,2023-07-08,2023-07-13,5,CUST-3260,Consumer,Midwest,Wisconsin,Home & Kitchen,Decor,Wall Art Canvas,57.33,1,5,2.87,22.95,54.46,40.33,14.13,Mobile App,PayPal,2,0
ORD-02516,2023-07-13,2023-07-14,1,CUST-1282,Consumer,Northeast,Connecticut,Electronics,Monitors,LG 27-inch 4K,340.8,1,20,68.16,8.74,272.64,191.17,81.47,In-Store,Apple Pay,5,0
ORD-02517,2024-05-16,2024-05-20,4,CUST-3058,Corporate,West,Washington,Sports & Outdoors,Camping Gear,REI Sleeping Bag,181.76,1,0,0.0,14.0,181.76,119.79,61.97,Online,Debit Card,4,0
ORD-02518,2023-06-09,2023-06-10,1,CUST-2383,Small Business,Northeast,Connecticut,Clothing,Activewear,Under Armour Shorts,41.77,1,25,10.44,19.4,31.33,30.11,1.22,Online,PayPal,4,0
ORD-02519,2024-09-07,2024-09-13,6,CUST-1759,Small Business,Southwest,Nevada,Clothing,Accessories,Coach Wallet,81.63,1,10,8.16,5.84,73.47,59.91,13.56,In-Store,PayPal,1,0
ORD-02520,2024-08-27,2024-09-03,7,CUST-1774,Consumer,Southwest,Oklahoma,Home & Kitchen,Decor,Yankee Candle Set,36.12,2,5,3.61,9.52,68.63,23.96,20.71,In-Store,PayPal,3,0
ORD-02521,2023-07-21,2023-07-23,2,CUST-3496,Consumer,Midwest,Indiana,Home & Kitchen,Furniture,Wayfair Sofa,502.63,4,15,301.58,22.27,1708.94,358.12,276.46,In-Store,Gift Card,4,0
ORD-02522,2023-01-23,2023-01-27,4,CUST-1286,Consumer,Southeast,Florida,Office Supplies,Printers,Brother Inkjet,147.67,2,5,14.77,11.9,280.57,96.24,88.09,Online,Debit Card,1,0
ORD-02523,2024-07-24,2024-07-27,3,CUST-2560,Corporate,Southeast,North Carolina,Office Supplies,Printers,Brother Inkjet,153.28,2,0,0.0,17.39,306.56,107.4,91.76,In-Store,Apple Pay,5,0
ORD-02524,2024-08-08,2024-08-11,3,CUST-2507,Consumer,Northeast,New Jersey,Sports & Outdoors,Fitness Equipment,Resistance Band Set,25.43,1,15,3.81,18.35,21.62,15.86,5.76,Mobile App,Credit Card,4,0
ORD-02525,2023-12-30,2024-01-06,7,CUST-1145,Consumer,Northeast,Pennsylvania,Electronics,Smartphones,iPhone SE,447.03,2,5,44.7,23.66,849.36,291.23,266.9,Online,PayPal,3,0
ORD-02526,2023-09-12,2023-09-14,2,CUST-1240,Consumer,Northeast,Pennsylvania,Clothing,Footwear,Adidas Ultraboost,173.8,3,25,130.35,19.52,391.05,110.54,59.43,Online,Credit Card,4,0
ORD-02527,2024-12-13,2024-12-14,1,CUST-1123,Small Business,Southwest,New Mexico,Sports & Outdoors,Fitness Equipment,Peloton Bike Mat,58.59,1,15,8.79,0.0,49.8,41.54,8.26,Online,Apple Pay,5,0
ORD-02528,2024-09-25,2024-09-29,4,CUST-2561,Corporate,Southwest,Oklahoma,Clothing,Men's Apparel,Columbia Jacket,88.76,5,0,0.0,10.5,443.8,61.91,134.25,Online,Credit Card,4,0
ORD-02529,2023-10-25,2023-10-31,6,CUST-2604,Consumer,Southeast,Tennessee,Sports & Outdoors,Camping Gear,Coleman Tent 4P,123.88,1,10,12.39,19.62,111.49,81.12,30.37,Online,PayPal,3,0
ORD-02530,2024-09-12,2024-09-19,7,CUST-1292,Small Business,Midwest,Ohio,Electronics,Laptops,Lenovo ThinkPad E15,756.47,2,0,0.0,16.67,1512.94,419.05,674.84,Online,Credit Card,3,0
ORD-02531,2023-10-28,2023-10-29,1,CUST-1119,Consumer,Southwest,New Mexico,Electronics,Tablets,Amazon Fire HD 10,156.85,2,0,0.0,6.7,313.7,95.34,123.02,Online,PayPal,4,0
ORD-02532,2023-12-23,2023-12-26,3,CUST-1294,Consumer,Northeast,New York,Home & Kitchen,Storage,Sterilite Cart,39.54,1,0,0.0,24.32,39.54,21.87,17.67,In-Store,PayPal,4,0
ORD-02533,2023-12-07,2023-12-10,3,CUST-1394,Consumer,Midwest,Illinois,Home & Kitchen,Appliances,Keurig K-Slim,105.21,1,10,10.52,7.29,94.69,74.25,20.44,Online,Apple Pay,3,0
ORD-02534,2023-09-20,2023-09-26,6,CUST-3034,Consumer,Northeast,Pennsylvania,Office Supplies,Paper Products,Post-it Notes Bulk,20.28,1,5,1.01,17.63,19.27,12.87,6.4,Mobile App,PayPal,2,0
ORD-02535,2023-07-24,2023-07-30,6,CUST-1141,Small Business,Southeast,Florida,Clothing,Women's Apparel,Adidas Yoga Pants,52.42,1,0,0.0,21.26,52.42,35.62,16.8,Online,Gift Card,3,0
ORD-02536,2024-09-16,2024-09-21,5,CUST-2101,Corporate,Southeast,Tennessee,Clothing,Footwear,Nike Air Max 90,124.78,3,5,18.72,19.7,355.62,69.0,148.62,In-Store,Gift Card,5,0
ORD-02537,2023-03-02,2023-03-09,7,CUST-2252,Corporate,Northeast,Massachusetts,Office Supplies,Organizers,Bankers Box Set,25.3,1,10,2.53,0.0,22.77,18.68,4.09,In-Store,Debit Card,3,0
ORD-02538,2023-03-20,2023-03-24,4,CUST-3438,Consumer,Southeast,Tennessee,Home & Kitchen,Storage,Container Store Bins,24.22,3,0,0.0,7.96,72.66,16.75,22.41,Online,Debit Card,4,0
ORD-02539,2024-02-08,2024-02-12,4,CUST-3038,Consumer,West,Oregon,Office Supplies,Desks & Chairs,Autonomous SmartDesk,461.96,1,0,0.0,18.97,461.96,306.33,155.63,Online,Credit Card,4,0
ORD-02540,2024-09-24,2024-09-29,5,CUST-1896,Corporate,Midwest,Indiana,Sports & Outdoors,Running,Nathan Hydration Vest,70.06,1,5,3.5,6.07,66.56,51.01,15.55,Mobile App,Credit Card,4,0
ORD-02541,2023-07-15,2023-07-19,4,CUST-3415,Consumer,West,California,Home & Kitchen,Decor,Wall Art Canvas,61.02,1,10,6.1,21.56,54.92,43.22,11.7,In-Store,Apple Pay,5,0
ORD-02542,2023-11-30,2023-12-01,1,CUST-1110,Consumer,Midwest,Indiana,Sports & Outdoors,Fitness Equipment,Resistance Band Set,26.12,2,15,7.84,0.0,44.4,16.58,11.24,Mobile App,PayPal,3,0
ORD-02543,2024-08-04,2024-08-09,5,CUST-3020,Small Business,Northeast,Connecticut,Sports & Outdoors,Running,Brooks Ghost 15,140.39,3,0,0.0,9.36,421.17,83.63,170.28,In-Store,Credit Card,2,1
ORD-02544,2024-03-14,2024-03-16,2,CUST-3418,Corporate,Northeast,Pennsylvania,Home & Kitchen,Furniture,West Elm Desk,344.38,2,10,68.88,6.06,619.88,252.88,114.12,Online,Debit Card,4,0
ORD-02545,2024-06-01,2024-06-03,2,CUST-3393,Consumer,West,Oregon,Home & Kitchen,Decor,Yankee Candle Set,35.25,1,0,0.0,0.0,35.25,21.42,13.83,Online,Apple Pay,1,0
ORD-02546,2024-09-16,2024-09-18,2,CUST-1383,Corporate,Southwest,Nevada,Sports & Outdoors,Fitness Equipment,Resistance Band Set,24.01,1,10,2.4,22.54,21.61,17.52,4.09,Online,Gift Card,3,0
ORD-02547,2024-04-05,2024-04-07,2,CUST-2825,Consumer,Southeast,Tennessee,Electronics,Laptops,HP Pavilion x360,599.96,1,0,0.0,5.8,599.96,413.14,186.82,Mobile App,Debit Card,4,0
ORD-02548,2023-12-29,2023-12-30,1,CUST-2620,Consumer,Midwest,Ohio,Clothing,Activewear,Puma Track Pants,51.61,1,5,2.58,23.93,49.03,32.45,16.58,Online,Gift Card,4,0
ORD-02549,2024-04-28,2024-05-02,4,CUST-1105,Consumer,Southwest,New Mexico,Home & Kitchen,Furniture,Wayfair Sofa,524.04,1,10,52.4,23.67,471.64,339.98,131.66,Online,Credit Card,4,0
ORD-02550,2023-08-01,2023-08-02,1,CUST-2900,Consumer,Southeast,Florida,Electronics,Laptops,Dell Inspiron 15,570.09,1,0,0.0,10.13,570.09,370.88,199.21,Mobile App,Gift Card,4,0
ORD-02551,2023-12-22,2023-12-25,3,CUST-1578,Corporate,Midwest,Michigan,Electronics,Headphones,AirPods Pro 2,259.49,1,0,0.0,16.97,259.49,156.25,103.24,Online,Apple Pay,4,0
ORD-02552,2023-05-09,2023-05-13,4,CUST-2688,Small Business,West,Colorado,Sports & Outdoors,Camping Gear,Yeti Cooler,257.0,1,0,0.0,8.38,257.0,182.04,74.96,Online,Gift Card,4,0
